file_scan	perm	uid	gid	size	size_on_disk	blocks	atime	mtime	ctime	inode	file_name
ifs.am.cal.backup.apps.sss	33261	829	829	8626176	8626176	20545	1665837457	944766943	1559418387	4388467601	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1821/depth/TRK1821.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10555392	10559488	25185	1013467122	1013467122	1269555489	4388467598	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1821/time/TRK1821.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837460	944767309	1559418395	4387577360	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1909/depth/TRK1909.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013468130	1013468130	1269555517	4387577357	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1909/time/TRK1909.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8626176	8626176	20545	1665837458	944767042	1559418389	4385381895	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1845/depth/TRK1845.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10555392	10559488	25185	1013467436	1013467436	1269555497	4385381898	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1845/time/TRK1845.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837462	944767525	1559418398	4386561288	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1961/depth/TRK1961.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013468690	1013468690	1269555535	4382258017	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1961/time/TRK1961.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8626176	8626176	20545	1665837454	944766627	1559418381	4388822532	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1745/depth/TRK1745.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10555392	10559488	25185	1013466266	1013466266	1269555410	4388822535	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1745/time/TRK1745.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8626176	8626176	20545	1665837455	944766702	1559418384	4386354910	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1763/depth/TRK1763.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10555392	10559488	25185	1013466453	1013466453	1269555416	4386354913	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1763/time/TRK1763.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837460	944767234	1559418394	4389485431	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1891/depth/TRK1891.vt
